,userid,productid,main_category,sub_category,rating
1975,84907,str253526,stores,Men's Fashion,3.7
1976,77837,msh095447,men's shoes,Sports Shoes,1.8
1977,43634,tvc167703,"tv, audio & cameras",Cameras,1.1
1978,49220,kfa223249,kids' fashion,Baby Fashion,1.3
1979,63888,tvc085937,"tv, audio & cameras",Headphones,4.6
1980,24878,acs173205,accessories,Watches,4.9
1981,52030,app142989,appliances,Kitchen & Home Appliances,3.0
1982,91564,tvc245618,"tv, audio & cameras",Headphones,3.8
1983,11181,tvc018437,"tv, audio & cameras",Home Entertainment Systems,1.3
1984,86931,msh121850,men's shoes,Sports Shoes,1.7
1985,17774,mcl176701,men's clothing,T-shirts & Polos,2.2
1986,45200,bag017883,bags & luggage,Wallets,4.7
1987,84955,acs193947,accessories,Bags & Luggage,3.7
1988,38333,acs157778,accessories,Handbags & Clutches,3.1
1989,12664,bag008492,bags & luggage,Suitcases & Trolley Bags,1.5
1990,32903,acs054821,accessories,Watches,2.5
1991,55524,spf038921,sports & fitness,Football,4.9
1992,26621,str179472,stores,Men's Fashion,1.7
1993,12664,app139204,appliances,Kitchen & Home Appliances,1.5
1994,82203,acs230866,accessories,Fashion & Silver Jewellery,1.2
1995,88393,acs041047,accessories,Fashion & Silver Jewellery,4.7
1996,77248,tvc116845,"tv, audio & cameras",Speakers,3.1
1997,41342,wcl132749,women's clothing,Ethnic Wear,2.0
1998,13827,acs105374,accessories,Jewellery,3.9
1999,30288,tvc246067,"tv, audio & cameras",Camera Accessories,2.8
2000,99273,mcl188850,men's clothing,T-shirts & Polos,3.0
2001,89309,wcl050498,women's clothing,Clothing,5.0
2002,18083,msh045280,men's shoes,Casual Shoes,3.4
2003,81404,bth211133,beauty & health,Make-up,1.9
2004,30630,acs183596,accessories,Jewellery,2.0
2005,50144,acs004378,accessories,Jewellery,3.0
2006,23371,str005679,stores,Men's Fashion,2.5
2007,37918,app071885,appliances,Washing Machines,3.1
2008,44971,cmb087132,car & motorbike,Car & Bike Care,1.8
2009,21488,wcl259187,women's clothing,Ethnic Wear,5.0
2010,58915,tvc038561,"tv, audio & cameras",Cameras,2.6
2011,89186,bth128150,beauty & health,Make-up,2.1
2012,80650,acs121603,accessories,Bags & Luggage,2.2
2013,34475,kfa227604,kids' fashion,Baby Fashion,3.9
2014,32097,hkt091148,home & kitchen,Indoor Lighting,3.7
2015,12225,hkt239060,home & kitchen,Indoor Lighting,2.0
2016,13379,kfa256661,kids' fashion,Kids' Fashion,1.7
2017,10300,wsh179522,women's shoes,Shoes,2.5
2018,45751,tvc204853,"tv, audio & cameras",Home Entertainment Systems,4.2
2019,16457,app029477,appliances,Heating & Cooling Appliances,3.4
2020,84560,acs121065,accessories,Watches,1.8
2021,46244,wcl028142,women's clothing,Clothing,4.8
2022,51204,tvc249619,"tv, audio & cameras",Camera Accessories,1.7
2023,80397,wcl001868,women's clothing,Western Wear,1.4
2024,57890,msh234622,men's shoes,Casual Shoes,1.2
2025,24437,tvc233947,"tv, audio & cameras",Camera Accessories,2.4
2026,24687,wcl060974,women's clothing,Clothing,1.2
2027,36399,tvc247231,"tv, audio & cameras",Headphones,4.7
2028,18213,tvc208131,"tv, audio & cameras",Headphones,4.8
2029,87588,tvc022015,"tv, audio & cameras",Home Entertainment Systems,2.5
2030,98632,wcl060356,women's clothing,Western Wear,1.8
2031,20604,wcl084265,women's clothing,Western Wear,4.6
2032,75946,acs179885,accessories,Bags & Luggage,3.3
2033,53195,acs228658,accessories,Fashion & Silver Jewellery,3.2
2034,15939,tvc026879,"tv, audio & cameras",Camera Accessories,1.9
2035,57332,wcl135825,women's clothing,Ethnic Wear,4.7
2036,73686,mcl155464,men's clothing,Shirts,3.6
2037,98166,msh140399,men's shoes,Sports Shoes,4.6
2038,74724,wcl202441,women's clothing,Clothing,4.6
2039,36190,app006555,appliances,Heating & Cooling Appliances,3.4
2040,57228,kfa053674,kids' fashion,Kids' Clothing,4.5
2041,57739,tvc219201,"tv, audio & cameras",Headphones,4.1
2042,80153,acs258929,accessories,Handbags & Clutches,2.7
2043,75517,tvc101354,"tv, audio & cameras",Camera Accessories,2.2
2044,26660,acs160475,accessories,Bags & Luggage,4.2
2045,65934,acs136405,accessories,Fashion & Silver Jewellery,4.0
2046,75768,acs155177,accessories,Bags & Luggage,2.1
2047,47308,kfa090896,kids' fashion,School Bags,4.1
2048,63475,msh056846,men's shoes,Sports Shoes,4.3
2049,87203,acs050957,accessories,Handbags & Clutches,2.6
2050,16363,tvc077381,"tv, audio & cameras",Televisions,2.3
2051,68271,tvc241958,"tv, audio & cameras",Cameras,4.4
2052,31212,acs090370,accessories,Jewellery,2.7
2053,46888,acs121701,accessories,Bags & Luggage,1.5
2054,46244,acs050186,accessories,Handbags & Clutches,4.0
2055,37055,app060585,appliances,Heating & Cooling Appliances,3.8
2056,43686,wcl163241,women's clothing,Western Wear,2.1
2057,48705,wcl018854,women's clothing,Western Wear,3.0
2058,38669,kfa145647,kids' fashion,Kids' Fashion,1.8
2059,83474,tvc163123,"tv, audio & cameras",Home Entertainment Systems,5.0
2060,37598,tbp180524,toys & baby products,"Baby Bath, Skin & Grooming",4.0
2061,90607,acs194007,accessories,Watches,4.8
2062,38308,acs094512,accessories,Fashion & Silver Jewellery,4.4
2063,25016,acs009199,accessories,Bags & Luggage,4.4
2064,35061,acs189738,accessories,Fashion & Silver Jewellery,3.9
2065,70663,tvc078575,"tv, audio & cameras",Headphones,1.6
2066,39712,mcl008536,men's clothing,Jeans,1.7
2067,61752,hkt100305,home & kitchen,Indoor Lighting,4.4
2068,11937,mcl067444,men's clothing,Innerwear,4.9
2069,39993,wcl175628,women's clothing,Ethnic Wear,2.7
2070,71791,app039497,appliances,Kitchen & Home Appliances,3.9
2071,64182,wcl142940,women's clothing,Ethnic Wear,1.6
2072,39924,bag033958,bags & luggage,Suitcases & Trolley Bags,1.7
2073,95522,acs076545,accessories,Watches,3.7
2074,77702,app076768,appliances,Kitchen & Home Appliances,4.9
2075,61466,wcl030586,women's clothing,Ethnic Wear,4.9
2076,93723,tvc032235,"tv, audio & cameras",Cameras,3.4
2077,30498,str027888,stores,Sportswear,5.0
2078,61143,wcl075880,women's clothing,Ethnic Wear,3.9
2079,93498,acs136483,accessories,Jewellery,3.5
2080,39357,kfa000057,kids' fashion,Baby Fashion,3.0
2081,34605,acs127621,accessories,Jewellery,4.1
2082,59668,acs147722,accessories,Bags & Luggage,2.2
2083,12094,acs235343,accessories,Jewellery,3.8
2084,41276,tvc224553,"tv, audio & cameras",Cameras,1.4
2085,19020,msh092968,men's shoes,Formal Shoes,1.4
2086,73691,tvc190021,"tv, audio & cameras",Camera Accessories,4.3
2087,13025,wcl143698,women's clothing,Lingerie & Nightwear,1.5
2088,37704,wcl175492,women's clothing,Clothing,5.0
2089,94854,acs147933,accessories,Watches,1.1
2090,95121,acs010925,accessories,Jewellery,4.3
2091,59264,tvc248572,"tv, audio & cameras",Home Entertainment Systems,3.7
2092,32130,app064845,appliances,Kitchen & Home Appliances,2.3
2093,30942,wcl177016,women's clothing,Western Wear,3.9
2094,42910,acs131400,accessories,Bags & Luggage,4.8
2095,65906,tvc140795,"tv, audio & cameras",Speakers,4.8
2096,59158,mcl129657,men's clothing,T-shirts & Polos,2.0
2097,39859,str229820,stores,Women's Fashion,1.0
2098,35796,str179737,stores,Women's Fashion,1.9
2099,19692,spf073218,sports & fitness,Cricket,2.4
2100,22342,str178741,stores,Men's Fashion,1.7
2101,36424,mcl223195,men's clothing,T-shirts & Polos,4.9
2102,89981,str047019,stores,Women's Fashion,2.2
2103,63133,msc083034,music,Musical Instruments & Professional Audio,1.9
2104,50773,hkt106836,home & kitchen,Garden & Outdoors,4.2
2105,15012,mcl174374,men's clothing,T-shirts & Polos,5.0
2106,19020,app023436,appliances,Kitchen & Home Appliances,1.7
2107,70506,tbp078179,toys & baby products,Toys & Games,3.1
2108,61146,tvc233717,"tv, audio & cameras",Cameras,4.5
2109,11430,bth038384,beauty & health,Health & Personal Care,1.5
2110,39890,app217839,appliances,Kitchen & Home Appliances,2.5
2111,63436,acs050842,accessories,Jewellery,1.2
2112,24583,msh008153,men's shoes,Casual Shoes,1.5
2113,63737,tvc059148,"tv, audio & cameras",Camera Accessories,1.8
2114,18740,bth071909,beauty & health,Make-up,3.4
2115,50259,tvc251737,"tv, audio & cameras",Home Entertainment Systems,4.8
2116,81596,app054710,appliances,Kitchen & Home Appliances,2.6
2117,93498,app217879,appliances,Heating & Cooling Appliances,3.3
2118,30168,tvc161598,"tv, audio & cameras",Cameras,3.2
2119,69716,tvc200356,"tv, audio & cameras",Cameras,2.8
2120,34313,mcl195516,men's clothing,Jeans,3.6
2121,55059,tbp257647,toys & baby products,"Baby Bath, Skin & Grooming",2.7
2122,73139,tvc236978,"tv, audio & cameras",Camera Accessories,3.8
2123,43823,spf178488,sports & fitness,Fitness Accessories,1.9
2124,49046,mcl025108,men's clothing,T-shirts & Polos,4.0
2125,80650,tvc150978,"tv, audio & cameras",Home Entertainment Systems,2.7
2126,76532,acs063475,accessories,Fashion & Silver Jewellery,1.6
2127,35466,acs225178,accessories,Watches,1.1
2128,89076,wcl178754,women's clothing,Ethnic Wear,2.3
2129,26930,wcl243414,women's clothing,Ethnic Wear,2.1
2130,59173,bag046395,bags & luggage,Travel Accessories,3.6
2131,74187,msh008542,men's shoes,Sports Shoes,4.9
2132,73950,acs061843,accessories,Fashion & Silver Jewellery,4.6
2133,77248,mcl096495,men's clothing,Shirts,2.3
2134,84744,spf120051,sports & fitness,Strength Training,4.1
2135,10876,wcl248763,women's clothing,Ethnic Wear,1.6
2136,70980,msh175896,men's shoes,Casual Shoes,4.1
2137,35043,wcl115160,women's clothing,Ethnic Wear,1.0
2138,96440,tvc115577,"tv, audio & cameras",Televisions,1.0
2139,69716,tvc089334,"tv, audio & cameras",Security Cameras,1.1
2140,84560,wcl088730,women's clothing,Clothing,1.4
2141,62803,acs124543,accessories,Bags & Luggage,1.1
2142,71992,acs160447,accessories,Handbags & Clutches,4.5
2143,45488,hkt141060,home & kitchen,Home Storage,4.0
2144,38698,wcl151914,women's clothing,Clothing,2.7
2145,96440,tvc008275,"tv, audio & cameras",Speakers,4.6
2146,44774,msh000435,men's shoes,Sports Shoes,3.7
2147,17033,tvc116911,"tv, audio & cameras",Headphones,3.6
2148,30672,mcl010685,men's clothing,T-shirts & Polos,4.3
2149,89681,msh211381,men's shoes,Sports Shoes,4.0
2150,16705,spf002140,sports & fitness,Cardio Equipment,4.7
2151,31212,wcl164681,women's clothing,Western Wear,4.1
2152,42387,tvc134717,"tv, audio & cameras",Cameras,1.9
2153,14343,spf152796,sports & fitness,Football,4.6
2154,73731,acs240610,accessories,Watches,4.7
2155,13422,wcl244369,women's clothing,Western Wear,4.3
2156,24449,tvc045779,"tv, audio & cameras",Headphones,1.1
2157,75768,wcl016157,women's clothing,Lingerie & Nightwear,3.1
2158,58060,msh077332,men's shoes,Sports Shoes,1.3
2159,59053,wcl071471,women's clothing,Clothing,3.9
2160,32907,wcl218393,women's clothing,Western Wear,2.1
2161,31061,pet084037,pet supplies,Dog supplies,1.3
2162,49382,acs040251,accessories,Sunglasses,2.6
2163,70215,tvc070648,"tv, audio & cameras",Camera Accessories,3.0
2164,68841,tvc096871,"tv, audio & cameras",Home Entertainment Systems,4.8
2165,50214,str052830,stores,Men's Fashion,1.5
2166,78053,app135948,appliances,Kitchen & Home Appliances,4.7
2167,57165,acs075870,accessories,Handbags & Clutches,1.0
2168,44968,acs092921,accessories,Fashion & Silver Jewellery,1.8
2169,53899,tvc157754,"tv, audio & cameras",Security Cameras,1.2
2170,14962,wcl063036,women's clothing,Western Wear,1.2
2171,87473,wcl228615,women's clothing,Ethnic Wear,2.1
2172,45722,tvc184728,"tv, audio & cameras",Home Entertainment Systems,4.1
2173,64071,msh018666,men's shoes,Sports Shoes,4.3
2174,22963,wcl146898,women's clothing,Lingerie & Nightwear,2.8
2175,29276,wcl145333,women's clothing,Ethnic Wear,2.4
2176,40347,tvc156648,"tv, audio & cameras",Cameras,3.1
2177,29513,acs134016,accessories,Bags & Luggage,1.7
2178,23194,tvc205372,"tv, audio & cameras",Speakers,4.3
2179,64071,app006186,appliances,Heating & Cooling Appliances,3.8
2180,57869,msh152232,men's shoes,Sports Shoes,2.3
2181,76021,msh173514,men's shoes,Casual Shoes,4.9
2182,10122,tvc090770,"tv, audio & cameras",Headphones,1.3
2183,77702,bag105949,bags & luggage,Suitcases & Trolley Bags,4.4
2184,47720,wcl035539,women's clothing,Ethnic Wear,1.4
2185,84251,tbp097323,toys & baby products,Toys & Games,2.0
2186,75857,acs143870,accessories,Jewellery,4.7
2187,93295,acs150410,accessories,Handbags & Clutches,2.5
2188,20793,acs173395,accessories,Bags & Luggage,1.2
2189,28495,wcl038948,women's clothing,Lingerie & Nightwear,3.3
2190,40548,mcl020928,men's clothing,Innerwear,3.8
2191,22539,mcl089972,men's clothing,Shirts,4.4
2192,96296,str080589,stores,Men's Fashion,3.3
2193,31330,acs261048,accessories,Watches,3.1
2194,35282,app011842,appliances,Kitchen & Home Appliances,1.3
2195,44620,wcl252911,women's clothing,Ethnic Wear,2.0
2196,23445,kfa117675,kids' fashion,Kids' Shoes,4.1
2197,32388,tvc002266,"tv, audio & cameras",Camera Accessories,4.4
2198,30844,hkt137116,home & kitchen,Bedroom Linen,1.1
2199,82737,tvc259768,"tv, audio & cameras",Home Entertainment Systems,4.6
2200,98540,msh163997,men's shoes,Formal Shoes,2.7
2201,81446,app028352,appliances,Refrigerators,4.2
2202,25175,acs140665,accessories,Fashion & Silver Jewellery,1.7
2203,73304,acs137447,accessories,Jewellery,2.8
2204,13275,tvc160493,"tv, audio & cameras",Cameras,1.3
2205,17361,ggf111122,grocery & gourmet foods,"Coffee, Tea & Beverages",4.2
2206,40311,app089183,appliances,Refrigerators,2.8
2207,67720,kfa187616,kids' fashion,Kids' Clothing,2.2
2208,70024,acs248562,accessories,Handbags & Clutches,1.7
2209,70189,str009840,stores,Women's Fashion,4.4
2210,60098,mcl105187,men's clothing,Innerwear,4.4
2211,20582,bag057129,bags & luggage,Travel Accessories,1.8
2212,82309,app000803,appliances,Heating & Cooling Appliances,1.4
2213,84680,str008923,stores,Sportswear,3.4
2214,74804,wcl169308,women's clothing,Clothing,1.8
2215,94712,wcl197989,women's clothing,Ethnic Wear,4.1
2216,59666,tbp086939,toys & baby products,Baby Products,1.9
2217,90341,tvc075158,"tv, audio & cameras",Headphones,4.8
2218,79907,acs088170,accessories,Fashion & Silver Jewellery,1.5
2219,24417,mcl110987,men's clothing,Shirts,1.7
2220,15012,tvc160493,"tv, audio & cameras",Cameras,3.9
2221,48611,wcl016095,women's clothing,Ethnic Wear,3.0
2222,81910,tvc229052,"tv, audio & cameras",Home Entertainment Systems,3.0
2223,31037,acs201365,accessories,Bags & Luggage,4.0
2224,30981,str074068,stores,Men's Fashion,2.9
2225,59658,msh126824,men's shoes,Casual Shoes,3.0
2226,31371,cmb066367,car & motorbike,Car & Bike Care,2.8
2227,27654,msh141984,men's shoes,Sports Shoes,3.4
2228,32238,wcl164321,women's clothing,Lingerie & Nightwear,2.0
2229,61758,app058775,appliances,Heating & Cooling Appliances,4.6
2230,85050,tvc053929,"tv, audio & cameras",Cameras,2.2
2231,47987,str185273,stores,Women's Fashion,1.9
2232,63658,wcl020983,women's clothing,Lingerie & Nightwear,4.3
2233,85460,acs041281,accessories,Fashion & Silver Jewellery,2.6
2234,79907,acs132945,accessories,Bags & Luggage,1.5
2235,82770,acs260664,accessories,Jewellery,4.9
2236,45700,wcl060321,women's clothing,Western Wear,2.2
2237,76680,ind239417,industrial supplies,"Test, Measure & Inspect",1.6
2238,59959,msh168388,men's shoes,Sports Shoes,2.4
2239,90638,msh114827,men's shoes,Casual Shoes,1.2
2240,15863,mcl217113,men's clothing,Innerwear,2.1
2241,26567,wcl071109,women's clothing,Western Wear,4.0
2242,61742,hkt188546,home & kitchen,Sewing & Craft Supplies,2.7
2243,79982,tvc075351,"tv, audio & cameras",Cameras,2.5
2244,15691,str135329,stores,Men's Fashion,4.1
2245,93719,wcl029346,women's clothing,Lingerie & Nightwear,3.5
2246,45672,bth190301,beauty & health,Beauty & Grooming,3.6
2247,21461,acs076655,accessories,Bags & Luggage,4.6
2248,47023,tvc233291,"tv, audio & cameras",Speakers,1.2
2249,99642,tvc163742,"tv, audio & cameras",Home Entertainment Systems,3.0
2250,52212,wcl184956,women's clothing,Clothing,2.4
2251,53133,tvc072228,"tv, audio & cameras",Security Cameras,1.3
2252,54440,msh028591,men's shoes,Sports Shoes,3.7
2253,55167,wcl025057,women's clothing,Western Wear,1.9
2254,80760,msh264642,men's shoes,Casual Shoes,3.3
2255,31330,tvc235309,"tv, audio & cameras",Cameras,2.5
2256,30911,wcl155512,women's clothing,Western Wear,4.2
2257,42011,app095439,appliances,Washing Machines,1.1
2258,68212,acs184835,accessories,Watches,3.8
2259,36579,msh075058,men's shoes,Casual Shoes,3.0
2260,60718,tvc248958,"tv, audio & cameras",Home Entertainment Systems,2.4
2261,10199,tvc020844,"tv, audio & cameras",Home Entertainment Systems,3.9
2262,34973,app161325,appliances,Kitchen & Home Appliances,2.6
2263,19628,mcl123500,men's clothing,Jeans,4.2
2264,98305,hkt059557,home & kitchen,Home Décor,4.1
2265,59658,bth246414,beauty & health,Personal Care Appliances,1.1
2266,50241,mcl117130,men's clothing,Shirts,4.8
2267,59222,bth026696,beauty & health,Make-up,3.6
2268,26068,tvc200547,"tv, audio & cameras",Camera Accessories,3.8
2269,26104,wcl035395,women's clothing,Western Wear,3.3
2270,59426,spf105373,sports & fitness,Badminton,2.9
2271,59370,tvc180077,"tv, audio & cameras",Home Entertainment Systems,2.8
2272,87462,wcl130878,women's clothing,Clothing,3.8
2273,99678,wcl158538,women's clothing,Ethnic Wear,3.3
2274,50395,spf201417,sports & fitness,Running,1.1
2275,82761,ggf039196,grocery & gourmet foods,Snack Foods,4.1
2276,98052,msh226951,men's shoes,Casual Shoes,4.9
2277,47937,str051417,stores,Men's Fashion,4.4
2278,95963,msh107893,men's shoes,Formal Shoes,1.5
2279,95543,acs030497,accessories,Handbags & Clutches,1.4
2280,15863,app112297,appliances,Kitchen & Home Appliances,2.6
2281,77702,acs068752,accessories,Bags & Luggage,4.2
2282,68119,tvc064128,"tv, audio & cameras",Cameras,1.7
2283,82813,acs102011,accessories,Handbags & Clutches,1.3
2284,31781,ggf178987,grocery & gourmet foods,Snack Foods,1.1
2285,16119,spf004165,sports & fitness,Cycling,3.3
2286,20915,acs214645,accessories,Bags & Luggage,2.5
2287,32020,msh112438,men's shoes,Sports Shoes,1.9
2288,84654,tvc180001,"tv, audio & cameras",Home Entertainment Systems,2.1
2289,91003,acs032837,accessories,Bags & Luggage,1.6
2290,14962,wcl138327,women's clothing,Ethnic Wear,1.4
2291,91564,acs234437,accessories,Jewellery,2.9
2292,92290,tvc122295,"tv, audio & cameras",Home Entertainment Systems,1.9
2293,47107,msh072334,men's shoes,Casual Shoes,3.7
2294,16843,acs088045,accessories,Jewellery,3.1
2295,52835,tvc238305,"tv, audio & cameras",Speakers,2.3
2296,15934,wcl217947,women's clothing,Clothing,1.4
2297,56037,msh192915,men's shoes,Sports Shoes,2.2
2298,71720,acs144994,accessories,Fashion & Silver Jewellery,2.4
2299,71370,tvc004842,"tv, audio & cameras",Home Entertainment Systems,4.2
2300,15722,tbp228842,toys & baby products,"Baby Bath, Skin & Grooming",1.1
2301,84725,hkt225401,home & kitchen,Garden & Outdoors,1.3
2302,62685,acs093383,accessories,Handbags & Clutches,4.9
2303,91410,msh110326,men's shoes,Casual Shoes,4.5
2304,22342,wcl133016,women's clothing,Western Wear,3.5
2305,63072,tbp195181,toys & baby products,"Baby Bath, Skin & Grooming",1.7
2306,96000,tvc014288,"tv, audio & cameras",Home Entertainment Systems,2.7
2307,16321,tvc254218,"tv, audio & cameras",Home Entertainment Systems,4.4
2308,89623,acs085999,accessories,Watches,2.6
2309,53488,spf240686,sports & fitness,Football,3.7
2310,73031,wcl025500,women's clothing,Clothing,3.2
2311,27048,msh038543,men's shoes,Casual Shoes,1.2
2312,20883,hkt080416,home & kitchen,Bedroom Linen,4.4
2313,89484,acs030302,accessories,Fashion & Silver Jewellery,4.9
2314,65845,tvc253172,"tv, audio & cameras",Camera Accessories,1.8
2315,27937,wcl206518,women's clothing,Lingerie & Nightwear,3.6
2316,31661,tvc225092,"tv, audio & cameras",Home Entertainment Systems,3.5
